iteration,feature_selector,classification_model,best_model_n_features,selected_features,best_params,accuracy_train,precision_train,recall_train,f1_train,accuracy_test,precision_test,recall_test,f1_test,false_negative_test,false_positive_test
21,ENNS,XGB,2,"Pattern_2154 (0.9393),Pattern_4376 (0.0607)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"MSK2199,E54,E30","CDC339,GL28,MSK800"
22,Logit,RFC,6,"Pattern_2154 (0.2307),Pattern_4466 (0.1796),Pattern_4376 (0.1701),Pattern_2006 (0.1544),Pattern_573 (0.1383),Pattern_1332 (0.1269)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:6",0.875,0.8378378378378378,0.7560975609756098,0.7948717948717948,0.8125,0.75,0.6,0.6666666666666665,"GL62,E36,E38,UWM1207","MSK813,MSK814"
22,Logit,XGB,4,"Pattern_2154 (0.5197),Pattern_573 (0.3200),Pattern_4376 (0.0937),Pattern_2006 (0.0665)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.859375,0.8484848484848485,0.6829268292682927,0.7567567567567567,0.8125,0.8333333333333334,0.5,0.625,"GL62,E36,GL122,E38,UWM1207",MSK813
22,Lasso,RFC,10,"Pattern_4376 (0.2067),Pattern_2154 (0.1951),Pattern_5814 (0.1455),Pattern_4054 (0.1346),Pattern_5802 (0.1315),Pattern_4052 (0.0893),Pattern_2194 (0.0436),Pattern_6367 (0.0225),Pattern_5933 (0.0186),Pattern_610 (0.0125)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:10",0.8671875,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.8125,0.8333333333333334,0.5,0.625,"GL62,E36,GL122,E38,UWM1207",MSK813
22,Lasso,XGB,10,"Pattern_2154 (0.3016),Pattern_4376 (0.2940),Pattern_4054 (0.1440),Pattern_5802 (0.1080),Pattern_5814 (0.0666),Pattern_2194 (0.0457),Pattern_4052 (0.0400),Pattern_6367 (0.0000),Pattern_610 (0.0000),Pattern_5933 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.890625,0.8857142857142857,0.7560975609756098,0.8157894736842105,0.75,0.75,0.3,0.4285714285714285,"GL62,E36,GL122,E38,UWM1199,UWM1207,MSK808",MSK813
22,ENNS,RFC,6,"Pattern_2154 (0.2686),Pattern_4466 (0.2376),Pattern_4054 (0.2276),Pattern_3359 (0.1450),Pattern_4625 (0.0781),Pattern_851 (0.0431)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:1.0,feature_selector__n_features:6",0.890625,0.7872340425531915,0.902439024390244,0.8409090909090909,0.8125,0.7,0.7,0.7,"GL62,E38,UWM1207","E66,MSK813,MSK814"
22,ENNS,XGB,8,"Pattern_4466 (0.3738),Pattern_2154 (0.2110),Pattern_3359 (0.1450),Pattern_4054 (0.1199),Pattern_851 (0.0536),Pattern_4317 (0.0492),Pattern_599 (0.0242),Pattern_4625 (0.0233)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:4,feature_selector__n_features:8",0.90625,0.8536585365853658,0.8536585365853658,0.8536585365853658,0.8125,0.7,0.7,0.7,"GL62,E38,UWM1207","E66,MSK813,MSK814"
23,Logit,RFC,4,"Pattern_2154 (0.3772),Pattern_4376 (0.2354),Pattern_543 (0.2130),Pattern_573 (0.1744)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:4",0.8515625,0.7619047619047619,0.7804878048780488,0.7710843373493976,0.8125,0.75,0.6,0.6666666666666665,"E30,FM14,E34,MSK2384","CDC340,MSK1666"
23,Logit,XGB,10,"Pattern_2154 (0.5900),Pattern_4376 (0.1865),Pattern_543 (0.1365),Pattern_1332 (0.0378),Pattern_4357 (0.0135),Pattern_1139 (0.0123),Pattern_2006 (0.0100),Pattern_4466 (0.0067),Pattern_3906 (0.0048),Pattern_573 (0.0019)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.890625,0.8648648648648649,0.7804878048780488,0.8205128205128206,0.84375,0.7777777777777778,0.7,0.7368421052631577,"E30,FM14,E34","MSK1666,MSK814"
23,Lasso,RFC,2,"Pattern_2154 (0.5374),Pattern_4376 (0.4626)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8515625,0.75,0.8048780487804879,0.7764705882352942,0.8125,0.7,0.7,0.7,"E30,FM14,E34","CDC340,MSK1666,MSK814"
23,Lasso,XGB,2,"Pattern_2154 (0.9580),Pattern_4376 (0.0420)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.75,0.6,0.6666666666666665,"E30,FM14,E34,MSK2384","CDC340,MSK1666"
23,ENNS,RFC,10,"Pattern_2154 (0.3328),Pattern_4376 (0.2546),Pattern_4052 (0.1088),Pattern_1405 (0.0985),Pattern_6530 (0.0755),Pattern_5849 (0.0574),Pattern_4330 (0.0391),Pattern_411 (0.0195),Pattern_4605 (0.0136),Pattern_18 (0.0002)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:1.0,feature_selector__n_features:10",0.8515625,0.775,0.7560975609756098,0.7654320987654322,0.8125,0.75,0.6,0.6666666666666665,"E30,FM14,E34,MSK2384","CDC340,MSK1666"
23,ENNS,XGB,6,"Pattern_2154 (0.4721),Pattern_4330 (0.2356),Pattern_5849 (0.1840),Pattern_4376 (0.0778),Pattern_6530 (0.0290),Pattern_4052 (0.0014)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:6",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.75,0.6,0.6666666666666665,"E30,FM14,E34,MSK2384","CDC340,MSK1666"
24,Logit,RFC,4,"Pattern_2154 (0.4591),Pattern_1332 (0.2436),Pattern_4376 (0.2367),Pattern_573 (0.0606)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.75,feature_selector__n_features:4",0.84375,0.7692307692307693,0.7317073170731707,0.7499999999999999,0.84375,1.0,0.5,0.6666666666666666,"E36,E7,UWM1207,GL122,E34",
24,Logit,XGB,4,"Pattern_2154 (0.4716),Pattern_1332 (0.2789),Pattern_4376 (0.2330),Pattern_573 (0.0165)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:4",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,1.0,0.4,0.5714285714285715,"E36,GL105,E7,UWM1207,GL122,E34",
24,Lasso,RFC,8,"Pattern_4020 (0.2015),Pattern_2154 (0.1943),Pattern_4376 (0.1843),Pattern_5814 (0.1423),Pattern_6408 (0.1118),Pattern_5849 (0.0672),Pattern_5513 (0.0534),Pattern_4470 (0.0452)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.84375,0.7692307692307693,0.7317073170731707,0.7499999999999999,0.8125,1.0,0.4,0.5714285714285715,"E36,GL105,E7,UWM1207,GL122,E34",
24,Lasso,XGB,4,"Pattern_5849 (0.8948),Pattern_4376 (0.0428),Pattern_2154 (0.0415),Pattern_4020 (0.0209)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.8671875,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.8125,0.8333333333333334,0.5,0.625,"E36,E7,UWM1207,GL122,E34",E60
24,ENNS,RFC,6,"Pattern_2154 (0.3179),Pattern_1332 (0.2672),Pattern_4020 (0.2530),Pattern_5849 (0.1228),Pattern_2716 (0.0224),Pattern_2529 (0.0168)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:6",0.859375,0.7804878048780488,0.7804878048780488,0.7804878048780488,0.8125,1.0,0.4,0.5714285714285715,"E36,GL105,E7,UWM1207,GL122,E34",
24,ENNS,XGB,10,"Pattern_5849 (0.7761),Pattern_3528 (0.1615),Pattern_2154 (0.0331),Pattern_4020 (0.0255),Pattern_1332 (0.0038),Pattern_88 (0.0000),Pattern_473 (0.0000),Pattern_2716 (0.0000),Pattern_2529 (0.0000),Pattern_188 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:10",0.8671875,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.78125,0.7142857142857143,0.5,0.588235294117647,"E36,E7,UWM1207,GL122,E34","E59,MSK2425"
25,Logit,RFC,6,"Pattern_2154 (0.6227),Pattern_4376 (0.1778),Pattern_543 (0.0713),Pattern_573 (0.0494),Pattern_2006 (0.0414),Pattern_1332 (0.0374)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:1.0,feature_selector__n_features:6",0.8515625,0.775,0.7560975609756098,0.7654320987654322,0.8125,0.7,0.7,0.7,"E34,MSK2384,E30","MSK1324,MSK620,GL28"
25,Logit,XGB,2,"Pattern_4376 (0.5563),Pattern_2154 (0.4437)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"E34,MSK2384,E30","MSK1324,MSK620,GL28"
25,Lasso,RFC,2,"Pattern_2154 (0.5957),Pattern_5814 (0.4043)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.7,0.7,0.7,"E34,MSK2384,E30","MSK1324,MSK620,GL28"
25,Lasso,XGB,2,"Pattern_5814 (0.5306),Pattern_2154 (0.4694)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"E34,MSK2384,E30","MSK1324,MSK620,GL28"
25,ENNS,RFC,4,"Pattern_2154 (0.5154),Pattern_4376 (0.2654),Pattern_5816 (0.1288),Pattern_2257 (0.0903)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:4",0.8828125,0.8421052631578947,0.7804878048780488,0.810126582278481,0.78125,0.6363636363636364,0.7,0.6666666666666666,"E34,MSK2384,E30","MSK814,MSK1324,MSK620,GL28"
25,ENNS,XGB,2,"Pattern_2154 (0.9251),Pattern_4376 (0.0749)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.8125,0.7,0.7,0.7,"E34,MSK2384,E30","MSK1324,MSK620,GL28"
26,Logit,RFC,10,"Pattern_2154 (0.3214),Pattern_543 (0.1267),Pattern_1139 (0.1203),Pattern_5064 (0.1094),Pattern_4466 (0.0978),Pattern_5811 (0.0861),Pattern_4376 (0.0755),Pattern_573 (0.0258),Pattern_604 (0.0185),Pattern_894 (0.0184)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:10",0.8828125,0.8823529411764706,0.7317073170731707,0.8,0.84375,0.7777777777777778,0.7,0.7368421052631577,"GL105,UWM1207,MSK2191","CDC339,MSK800"
26,Logit,XGB,10,"Pattern_4466 (0.2726),Pattern_4376 (0.2634),Pattern_2154 (0.1329),Pattern_604 (0.0980),Pattern_543 (0.0797),Pattern_573 (0.0621),Pattern_5064 (0.0447),Pattern_1139 (0.0219),Pattern_5811 (0.0170),Pattern_894 (0.0076)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:4,feature_selector__n_features:10",0.8828125,0.8823529411764706,0.7317073170731707,0.8,0.84375,0.7777777777777778,0.7,0.7368421052631577,"GL105,UWM1207,MSK2191","CDC339,MSK800"
26,Lasso,RFC,10,"Pattern_2154 (0.2994),Pattern_4020 (0.2355),Pattern_5513 (0.1700),Pattern_1812 (0.0882),Pattern_2547 (0.0749),Pattern_2194 (0.0424),Pattern_4470 (0.0295),Pattern_2257 (0.0208),Pattern_1613 (0.0207),Pattern_1555 (0.0185)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:10",0.8828125,0.8823529411764706,0.7317073170731707,0.8,0.84375,0.7777777777777778,0.7,0.7368421052631577,"GL105,UWM1207,MSK2191","CDC339,MSK800"
26,Lasso,XGB,10,"Pattern_2154 (0.5769),Pattern_2547 (0.1718),Pattern_5513 (0.1259),Pattern_4020 (0.0750),Pattern_2194 (0.0284),Pattern_1812 (0.0220),Pattern_4470 (0.0000),Pattern_2257 (0.0000),Pattern_1613 (0.0000),Pattern_1555 (0.0000)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:10",0.90625,0.9393939393939394,0.7560975609756098,0.8378378378378378,0.8125,0.7,0.7,0.7,"E67,UWM1207,MSK2191","CDC339,MSK800,MSK2406"
26,ENNS,RFC,8,"Pattern_2154 (0.5133),Pattern_5064 (0.3147),Pattern_1613 (0.0485),Pattern_415 (0.0404),Pattern_5041 (0.0277),Pattern_1137 (0.0244),Pattern_188 (0.0158),Pattern_1 (0.0153)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:8",0.8828125,0.825,0.8048780487804879,0.8148148148148149,0.84375,0.7777777777777778,0.7,0.7368421052631577,"GL105,UWM1207,MSK2191","CDC339,MSK800"
26,ENNS,XGB,6,"Pattern_2154 (0.6591),Pattern_5064 (0.3409),Pattern_188 (0.0000),Pattern_1613 (0.0000),Pattern_1137 (0.0000),Pattern_1 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:6",0.8515625,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.84375,0.7777777777777778,0.7,0.7368421052631577,"GL105,UWM1207,MSK2191","CDC339,MSK800"
27,Logit,RFC,10,"Pattern_2154 (0.3360),Pattern_543 (0.1435),Pattern_1139 (0.1163),Pattern_5064 (0.1049),Pattern_4376 (0.0793),Pattern_4466 (0.0762),Pattern_4357 (0.0425),Pattern_604 (0.0370),Pattern_1332 (0.0333),Pattern_573 (0.0310)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.75,feature_selector__n_features:10",0.828125,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.96875,0.9090909090909092,1.0,0.9523809523809524,,MSK1324
27,Logit,XGB,4,"Pattern_2154 (0.4114),Pattern_4376 (0.3973),Pattern_543 (0.1297),Pattern_1139 (0.0615)","classifier__colsample_bytree:0.75,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.8359375,0.7941176470588235,0.6585365853658537,0.72,0.96875,1.0,0.9,0.9473684210526316,CDC344,
27,Lasso,RFC,10,"Pattern_2154 (0.2123),Pattern_4054 (0.1459),Pattern_543 (0.1228),Pattern_6614 (0.1226),Pattern_1139 (0.1118),Pattern_4376 (0.0868),Pattern_1571 (0.0647),Pattern_5802 (0.0596),Pattern_2547 (0.0587),Pattern_5849 (0.0150)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:10",0.8671875,0.8,0.7804878048780488,0.7901234567901235,0.84375,0.7777777777777778,0.7,0.7368421052631577,"CDC344,MSK2107,MSK808","MSK848,MSK1324"
27,Lasso,XGB,10,"Pattern_2547 (0.5074),Pattern_5849 (0.3901),Pattern_2154 (0.0343),Pattern_5802 (0.0309),Pattern_4054 (0.0110),Pattern_1139 (0.0085),Pattern_543 (0.0071),Pattern_6614 (0.0068),Pattern_4376 (0.0038),Pattern_1571 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.8828125,0.8611111111111112,0.7560975609756098,0.8051948051948052,0.875,0.875,0.7,0.7777777777777777,"CDC344,MSK2107,MSK808",E66
27,ENNS,RFC,10,"Pattern_2154 (0.2572),Pattern_4054 (0.1572),Pattern_3359 (0.1555),Pattern_4155 (0.1029),Pattern_5849 (0.0939),Pattern_3760 (0.0878),Pattern_4099 (0.0553),Pattern_3736 (0.0430),Pattern_6409 (0.0276),Pattern_744 (0.0196)","classifier__max_depth:6,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:10",0.8671875,0.8,0.7804878048780488,0.7901234567901235,0.96875,0.9090909090909092,1.0,0.9523809523809524,,MSK1324
27,ENNS,XGB,2,"Pattern_2154 (0.7508),Pattern_4054 (0.2492)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.8203125,0.78125,0.6097560975609756,0.684931506849315,0.96875,0.9090909090909092,1.0,0.9523809523809524,,MSK1324
28,Logit,RFC,6,"Pattern_2154 (0.3926),Pattern_543 (0.1878),Pattern_1139 (0.1782),Pattern_4376 (0.1212),Pattern_4357 (0.0797),Pattern_573 (0.0406)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:6",0.859375,0.7674418604651163,0.8048780487804879,0.7857142857142858,0.8125,0.7,0.7,0.7,"E54,MSK2199,GL79","MSK620,GL28,MSK814"
28,Logit,XGB,2,"Pattern_2154 (0.9421),Pattern_1139 (0.0579)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.75,0.6,0.6666666666666665,"GL122,E54,MSK2199,GL79","MSK620,GL28"
28,Lasso,RFC,4,"Pattern_2154 (0.4464),Pattern_1139 (0.4042),Pattern_2194 (0.1079),Pattern_6326 (0.0415)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:4",0.890625,0.8292682926829268,0.8292682926829268,0.8292682926829268,0.78125,0.6666666666666666,0.6,0.631578947368421,"GL122,E54,MSK2199,GL79","MSK815,MSK620,GL28"
28,Lasso,XGB,2,"Pattern_2154 (0.9439),Pattern_1139 (0.0561)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.75,0.6,0.6666666666666665,"GL122,E54,MSK2199,GL79","MSK620,GL28"
28,ENNS,RFC,2,"Pattern_2154 (0.5270),Pattern_1139 (0.4730)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.8515625,0.7391304347826086,0.8292682926829268,0.7816091954022988,0.6875,0.5,0.7,0.5833333333333334,"E54,MSK2199,GL79","MSK2422,MSK815,MSK620,GL28,MSK814,MSK2415,MSK1090"
28,ENNS,XGB,2,"Pattern_2154 (0.9421),Pattern_1139 (0.0579)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:2",0.859375,0.8108108108108109,0.7317073170731707,0.7692307692307694,0.8125,0.75,0.6,0.6666666666666665,"GL122,E54,MSK2199,GL79","MSK620,GL28"
29,Logit,RFC,4,"Pattern_2154 (0.5034),Pattern_4376 (0.1929),Pattern_573 (0.1576),Pattern_2006 (0.1462)","classifier__max_depth:4,classifier__max_features:None,classifier__max_samples:0.5,feature_selector__n_features:4",0.8515625,0.8235294117647058,0.6829268292682927,0.7466666666666667,0.875,1.0,0.6,0.7499999999999999,"GL62,GL105,GL122,E34",
29,Logit,XGB,4,"Pattern_2154 (0.4830),Pattern_573 (0.4449),Pattern_2006 (0.0476),Pattern_4376 (0.0245)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.8515625,0.8235294117647058,0.6829268292682927,0.7466666666666667,0.875,1.0,0.6,0.7499999999999999,"GL62,GL105,GL122,E34",
29,Lasso,RFC,2,"Pattern_2154 (0.5571),Pattern_4020 (0.4429)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:2",0.84375,0.7837837837837838,0.7073170731707317,0.7435897435897435,0.875,0.875,0.7,0.7777777777777777,"GL105,GL122,E34",GL28
29,Lasso,XGB,6,"Pattern_5849 (0.4654),Pattern_4054 (0.2902),Pattern_2154 (0.0776),Pattern_5845 (0.0636),Pattern_5814 (0.0592),Pattern_4020 (0.0440)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:6",0.8515625,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.84375,0.8571428571428571,0.6,0.7058823529411764,"GL62,GL105,GL122,E34",GL28
29,ENNS,RFC,10,"Pattern_2154 (0.2759),Pattern_4020 (0.1952),Pattern_4018 (0.1612),Pattern_4054 (0.1391),Pattern_3760 (0.1076),Pattern_4099 (0.0444),Pattern_3736 (0.0370),Pattern_2779 (0.0188),Pattern_744 (0.0145),Pattern_6556 (0.0062)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.8203125,0.6730769230769231,0.8536585365853658,0.7526881720430108,0.8125,0.7,0.7,0.7,"GL62,GL105,E34","E69,MSK2412,GL28"
29,ENNS,XGB,4,"Pattern_4054 (0.6445),Pattern_2154 (0.2201),Pattern_4018 (0.1113),Pattern_4020 (0.0242)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:4",0.8515625,0.8055555555555556,0.7073170731707317,0.7532467532467532,0.84375,0.8571428571428571,0.6,0.7058823529411764,"GL62,GL105,GL122,E34",GL28
30,Logit,RFC,8,"Pattern_2154 (0.1451),Pattern_573 (0.1404),Pattern_1332 (0.1376),Pattern_4376 (0.1374),Pattern_2006 (0.1336),Pattern_543 (0.1334),Pattern_1139 (0.0891),Pattern_4357 (0.0833)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:8",0.859375,0.8285714285714286,0.7073170731707317,0.7631578947368421,0.78125,0.6666666666666666,0.6,0.631578947368421,"E54,GL122,E46,E36","MSK800,MSK1666,UWM1206"
30,Logit,XGB,10,"Pattern_4376 (0.6566),Pattern_2006 (0.1212),Pattern_2154 (0.0903),Pattern_1332 (0.0749),Pattern_1139 (0.0444),Pattern_4360 (0.0083),Pattern_4359 (0.0020),Pattern_573 (0.0014),Pattern_4357 (0.0009),Pattern_543 (0.0000)","classifier__colsample_bytree:1.0,classifier__learning_rate:0.3,classifier__max_depth:4,feature_selector__n_features:10",0.8828125,0.90625,0.7073170731707317,0.7945205479452054,0.8125,0.7,0.7,0.7,"E54,E46,E36","MSK800,MSK1666,UWM1206"
30,Lasso,RFC,10,"Pattern_4376 (0.3183),Pattern_2154 (0.2297),Pattern_2006 (0.2028),Pattern_3538 (0.0834),Pattern_4470 (0.0517),Pattern_2194 (0.0413),Pattern_667 (0.0303),Pattern_1561 (0.0289),Pattern_5845 (0.0097),Pattern_5513 (0.0040)","classifier__max_depth:2,classifier__max_features:None,classifier__max_samples:1.0,feature_selector__n_features:10",0.90625,0.9142857142857144,0.7804878048780488,0.8421052631578947,0.75,0.6,0.6,0.6,"E54,GL122,E46,E36","E60,MSK800,MSK1666,UWM1206"
30,Lasso,XGB,8,"Pattern_5513 (0.4485),Pattern_5845 (0.3539),Pattern_4376 (0.0867),Pattern_2154 (0.0764),Pattern_2194 (0.0345),Pattern_667 (0.0000),Pattern_4470 (0.0000),Pattern_1561 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.1,classifier__max_depth:2,feature_selector__n_features:8",0.890625,0.9090909090909092,0.7317073170731707,0.8108108108108109,0.78125,0.6666666666666666,0.6,0.631578947368421,"E54,GL122,E46,E36","MSK800,MSK1666,UWM1206"
30,ENNS,RFC,6,"Pattern_4376 (0.3334),Pattern_2154 (0.3205),Pattern_325 (0.1921),Pattern_5845 (0.1392),Pattern_1137 (0.0092),Pattern_8 (0.0057)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:6",0.875,0.8205128205128205,0.7804878048780488,0.8,0.8125,0.6666666666666666,0.8,0.7272727272727272,"E54,E46","E60,MSK800,MSK1666,UWM1206"
30,ENNS,XGB,8,"Pattern_5845 (0.3426),Pattern_2154 (0.3422),Pattern_4376 (0.2254),Pattern_325 (0.0602),Pattern_5972 (0.0233),Pattern_5983 (0.0064),Pattern_8 (0.0000),Pattern_1137 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.8671875,0.9,0.6585365853658537,0.7605633802816902,0.78125,0.6666666666666666,0.6,0.631578947368421,"E54,GL122,E46,E36","MSK800,MSK1666,UWM1206"
31,Logit,RFC,10,"Pattern_2154 (0.1663),Pattern_1139 (0.1454),Pattern_543 (0.1092),Pattern_4376 (0.1063),Pattern_4466 (0.0966),Pattern_4357 (0.0892),Pattern_604 (0.0848),Pattern_573 (0.0782),Pattern_2307 (0.0757),Pattern_395 (0.0481)","classifier__max_depth:4,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.8828125,0.8611111111111112,0.7560975609756098,0.8051948051948052,0.875,0.875,0.7,0.7777777777777777,"MSK2191,E32,E46",MSK800
31,Logit,XGB,8,"Pattern_2154 (0.2950),Pattern_4466 (0.2787),Pattern_4376 (0.2119),Pattern_1139 (0.0977),Pattern_543 (0.0450),Pattern_604 (0.0342),Pattern_4357 (0.0258),Pattern_573 (0.0118)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.03,classifier__max_depth:2,feature_selector__n_features:8",0.8671875,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.875,0.875,0.7,0.7777777777777777,"MSK2191,E32,E46",MSK800
31,Lasso,RFC,10,"Pattern_1139 (0.2206),Pattern_2154 (0.2025),Pattern_5814 (0.1342),Pattern_4404 (0.1300),Pattern_4054 (0.1078),Pattern_2547 (0.0623),Pattern_5513 (0.0459),Pattern_2194 (0.0424),Pattern_4470 (0.0273),Pattern_1571 (0.0270)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.5,feature_selector__n_features:10",0.8671875,0.8333333333333334,0.7317073170731707,0.7792207792207793,0.84375,0.8571428571428571,0.6,0.7058823529411764,"MSK2191,E32,CDC344,E46",MSK800
31,Lasso,XGB,8,"Pattern_2547 (0.5865),Pattern_5513 (0.1704),Pattern_1139 (0.0923),Pattern_2154 (0.0907),Pattern_2194 (0.0287),Pattern_4404 (0.0185),Pattern_5814 (0.0129),Pattern_4470 (0.0000)","classifier__colsample_bytree:0.5,classifier__learning_rate:0.3,classifier__max_depth:2,feature_selector__n_features:8",0.8984375,0.9666666666666668,0.7073170731707317,0.8169014084507042,0.875,0.875,0.7,0.7777777777777777,"MSK2191,CDC344,E46",MSK800
31,ENNS,RFC,10,"Pattern_2154 (0.3226),Pattern_1139 (0.3137),Pattern_5513 (0.1502),Pattern_1496 (0.1457),Pattern_779 (0.0296),Pattern_305 (0.0116),Pattern_1137 (0.0108),Pattern_473 (0.0095),Pattern_3838 (0.0040),Pattern_4 (0.0024)","classifier__max_depth:2,classifier__max_features:sqrt,classifier__max_samples:0.75,feature_selector__n_features:10",0.8984375,0.868421052631579,0.8048780487804879,0.8354430379746836,0.84375,0.8571428571428571,0.6,0.7058823529411764,"MSK2191,E32,CDC344,E46",MSK800
